"tablescraper-selected-row"
"Lugano: u$s1.016 por m2"
"Nueva Pompeya: u$s1.391 por m2"
"La Boca: u$s1.439 por m2"
"Villa Riachuelo: u$s1.471 por m2"
"Parque Avellaneda: u$s1.480 por m2"
"Floresta: u$s1.606 por m2"
"Parque Patricios: u$s1.612 por m2"
"Balvanera: u$s1.628 por m2"
"Constitución: u$s1.650 por m2"
"San Cristóbal: u$s1.664 por m2"
"San Nicolás: u$s1.734 por m2"
"Mataderos: u$s1.735 por m2"
"Vélez Sarsfield: u$s1.740 por m2"
"Villa General Mitre: u$s1.752 por m2"
"Villa Real: u$s1.779 por m2"
"Santa Rita: u$s1.799 por m2"
"Flores: u$s1.819 por m2"
"Paternal: u$s1.859 por m2"
"Versalles: u$s1.869 por m2"
"Boedo: u$s1.881 por m2"
"Agronomía: u$s1.893 por m2"
"Monte Castro: u$s1.899 por m2"
"Monserrat: u$s1.942 por m2"
"Barracas: u$s1.943 por m2"
"Liniers: u$s1.952 por m2"
"Almagro: u$s1.974 por m2"
"Villa del Parque: u$s1.974 por m2"
"Parque Chacabuco: u$s1.979 por m2"
"Villa Pueyrredón: u$s2.000 por m2"
"Villa Luro: u$s2.024 por m2"
"San Telmo: u$s2.045 por m2"
"Caballito: u$s2.120 por m2"
"Villa Ortuzar: u$s2.141 por m2"
"Villa Crespo: u$s2.161 por m2"
"Parque Chas: u$s2.185 por m2"
"Saavedra: u$s2.237 por m2"
"Villa Devoto: u$s2.289 por m2"
"Chacarita: u$s2.336 por m2"
"Villa Urquiza: u$s2.356 por m2"
"Coghlan: u$s2.415 por m2"
"Colegiales: u$s2.509 por m2"
"Recoleta: u$s2.510 por m2"
"Retiro: u$s2.537 por m2"
"Núñez: u$s2.643 por m2"
"Belgrano: u$s2.701 por m2"
"Palermo: u$s2.917 por m2"
"Puerto Madero: u$s5.668 por m2"
